lr_stat,df_diff,p_value,llf_full,llf_reduced,aic_full,aic_reduced,bic_full,bic_reduced
22.8945153821478,21.0,0.3496283574104829,-27964.297076192863,-27975.744333883937,56002.594152385725,55983.48866776787,56346.316083191,56132.12517838637
